match_id,mqi_score,mqi_tier,mqi_explanation,primary_drag,comp_competitiveness,comp_skill_balance,comp_quit_penalty,comp_comeback_factor,skill_gap,normalized_skill_gap,score_diff_abs,match_competitiveness,comeback_flag,home_win,home_goals,away_goals,time_bucket,day_of_week,is_weekend
1,80.92,Elite,MQI: 80.9 (Elite) | Competitiveness: 82 | Skill Balance: 92 | Quit Penalty: 100 | Comeback Factor: 15 | Primary drag: Comeback Factor,Comeback Factor,82.35294117647058,92.3076923076923,100,15.0,0.2000000000000001,0.0769230769230769,3,0.8235294117647058,0,0,9,6,morning,Tuesday,0
8432,82.84,Elite,MQI: 82.8 (Elite) | Competitiveness: 82 | Skill Balance: 100 | Quit Penalty: 100 | Comeback Factor: 15 | Primary drag: Comeback Factor,Comeback Factor,82.35294117647058,100.0,100,15.0,0.0,0.0,3,0.8235294117647058,0,1,7,4,morning,Friday,0
8433,88.98,Elite,MQI: 89.0 (Elite) | Competitiveness: 100 | Skill Balance: 77 | Quit Penalty: 100 | Comeback Factor: 65 | Primary drag: Comeback Factor,Comeback Factor,100.0,76.92307692307692,100,65.0,0.6000000000000005,0.2307692307692309,0,1.0,0,1,7,7,morning,Saturday,1
8434,69.26,Good,MQI: 69.3 (Good) | Competitiveness: 59 | Skill Balance: 69 | Quit Penalty: 100 | Comeback Factor: 15 | Primary drag: Comeback Factor,Comeback Factor,58.82352941176471,69.23076923076921,100,15.0,0.8000000000000007,0.3076923076923079,7,0.5882352941176471,0,1,7,14,morning,Sunday,1
8435,91.36,Elite,MQI: 91.4 (Elite) | Competitiveness: 94 | Skill Balance: 92 | Quit Penalty: 100 | Comeback Factor: 65 | Primary drag: Comeback Factor,Comeback Factor,94.11764705882352,92.3076923076923,100,65.0,0.2000000000000001,0.0769230769230769,1,0.9411764705882352,0,1,8,7,night,Monday,0
8436,86.14,Elite,MQI: 86.1 (Elite) | Competitiveness: 88 | Skill Balance: 92 | Quit Penalty: 100 | Comeback Factor: 40 | Primary drag: Comeback Factor,Comeback Factor,88.23529411764706,92.3076923076923,100,40.0,0.2000000000000001,0.0769230769230769,2,0.8823529411764706,0,0,5,3,morning,Tuesday,0
8437,77.97,Good,MQI: 78.0 (Good) | Competitiveness: 71 | Skill Balance: 92 | Quit Penalty: 100 | Comeback Factor: 15 | Primary drag: Comeback Factor,Comeback Factor,70.58823529411764,92.3076923076923,100,15.0,0.2000000000000001,0.0769230769230769,5,0.7058823529411764,0,0,6,11,afternoon,Wednesday,0
8438,94.36,Elite,MQI: 94.4 (Elite) | Competitiveness: 94 | Skill Balance: 92 | Quit Penalty: 100 | Comeback Factor: 85 | Primary drag: Comeback Factor,Comeback Factor,94.11764705882352,92.3076923076923,100,85.0,0.2000000000000001,0.0769230769230769,1,0.9411764705882352,1,1,3,2,night,Thursday,0
8439,69.26,Good,MQI: 69.3 (Good) | Competitiveness: 59 | Skill Balance: 69 | Quit Penalty: 100 | Comeback Factor: 15 | Primary drag: Comeback Factor,Comeback Factor,58.82352941176471,69.23076923076925,100,15.0,0.7999999999999998,0.3076923076923075,7,0.5882352941176471,0,0,5,12,morning,Friday,0
8440,80.92,Elite,MQI: 80.9 (Elite) | Competitiveness: 82 | Skill Balance: 92 | Quit Penalty: 100 | Comeback Factor: 15 | Primary drag: Comeback Factor,Comeback Factor,82.35294117647058,92.3076923076923,100,15.0,0.2000000000000001,0.0769230769230769,3,0.8235294117647058,0,1,3,6,evening,Saturday,1
8441,93.9,Elite,MQI: 93.9 (Elite) | Competitiveness: 100 | Skill Balance: 85 | Quit Penalty: 100 | Comeback Factor: 85 | Primary drag: Skill Balance,Skill Balance,100.0,84.6153846153846,100,85.0,0.4000000000000003,0.1538461538461539,0,1.0,1,1,6,6,night,Sunday,1
8442,86.14,Elite,MQI: 86.1 (Elite) | Competitiveness: 88 | Skill Balance: 92 | Quit Penalty: 100 | Comeback Factor: 40 | Primary drag: Comeback Factor,Comeback Factor,88.23529411764706,92.3076923076923,100,40.0,0.2000000000000001,0.0769230769230769,2,0.8823529411764706,0,1,9,11,evening,Monday,0
8443,91.36,Elite,MQI: 91.4 (Elite) | Competitiveness: 94 | Skill Balance: 92 | Quit Penalty: 100 | Comeback Factor: 65 | Primary drag: Comeback Factor,Comeback Factor,94.11764705882352,92.3076923076923,100,65.0,0.2000000000000001,0.0769230769230769,1,0.9411764705882352,0,1,6,7,morning,Tuesday,0
8444,88.06,Elite,MQI: 88.1 (Elite) | Competitiveness: 88 | Skill Balance: 100 | Quit Penalty: 100 | Comeback Factor: 40 | Primary drag: Comeback Factor,Comeback Factor,88.23529411764706,100.0,100,40.0,0.0,0.0,2,0.8823529411764706,0,1,7,5,morning,Wednesday,0
8445,90.9,Elite,MQI: 90.9 (Elite) | Competitiveness: 100 | Skill Balance: 85 | Quit Penalty: 100 | Comeback Factor: 65 | Primary drag: Comeback Factor,Comeback Factor,100.0,84.6153846153846,100,65.0,0.4000000000000003,0.1538461538461539,0,1.0,0,1,9,9,evening,Thursday,0
8446,73.68,Good,MQI: 73.7 (Good) | Competitiveness: 76 | Skill Balance: 69 | Quit Penalty: 100 | Comeback Factor: 15 | Primary drag: Comeback Factor,Comeback Factor,76.47058823529412,69.23076923076921,100,15.0,0.8000000000000007,0.3076923076923079,4,0.7647058823529411,0,0,3,7,evening,Friday,0
8447,62.48,Average,MQI: 62.5 (Average) | Competitiveness: 47 | Skill Balance: 54 | Quit Penalty: 100 | Comeback Factor: 15 | Primary drag: Comeback Factor,Comeback Factor,47.05882352941176,53.846153846153854,100,15.0,1.2000000000000002,0.4615384615384615,9,0.4705882352941176,0,0,4,13,night,Saturday,1
8448,92.89,Elite,MQI: 92.9 (Elite) | Competitiveness: 88 | Skill Balance: 92 | Quit Penalty: 100 | Comeback Factor: 85 | Primary drag: Comeback Factor,Comeback Factor,88.23529411764706,92.3076923076923,100,85.0,0.2000000000000001,0.0769230769230769,2,0.8823529411764706,1,0,8,6,night,Sunday,1
8449,82.84,Elite,MQI: 82.8 (Elite) | Competitiveness: 82 | Skill Balance: 100 | Quit Penalty: 100 | Comeback Factor: 15 | Primary drag: Comeback Factor,Comeback Factor,82.35294117647058,100.0,100,15.0,0.0,0.0,3,0.8235294117647058,0,1,8,11,night,Monday,0
8450,70.73,Good,MQI: 70.7 (Good) | Competitiveness: 65 | Skill Balance: 69 | Quit Penalty: 100 | Comeback Factor: 15 | Primary drag: Comeback Factor,Comeback Factor,64.70588235294117,69.23076923076925,100,15.0,0.7999999999999998,0.3076923076923075,6,0.6470588235294117,0,1,10,4,evening,Tuesday,0
8451,66.89,Good,MQI: 66.9 (Good) | Competitiveness: 65 | Skill Balance: 54 | Quit Penalty: 100 | Comeback Factor: 15 | Primary drag: Comeback Factor,Comeback Factor,64.70588235294117,53.846153846153854,100,15.0,1.2000000000000002,0.4615384615384615,6,0.6470588235294117,0,1,8,2,night,Wednesday,0
8452,68.25,Good,MQI: 68.2 (Good) | Competitiveness: 47 | Skill Balance: 77 | Quit Penalty: 100 | Comeback Factor: 15 | Primary drag: Comeback Factor,Comeback Factor,47.05882352941176,76.92307692307692,100,15.0,0.6000000000000005,0.2307692307692309,9,0.4705882352941176,0,1,14,5,afternoon,Thursday,0
8453,76.05,Good,MQI: 76.0 (Good) | Competitiveness: 71 | Skill Balance: 85 | Quit Penalty: 100 | Comeback Factor: 15 | Primary drag: Comeback Factor,Comeback Factor,70.58823529411764,84.6153846153846,100,15.0,0.4000000000000003,0.1538461538461539,5,0.7058823529411764,0,0,5,10,evening,Friday,0
8454,92.83,Elite,MQI: 92.8 (Elite) | Competitiveness: 100 | Skill Balance: 92 | Quit Penalty: 100 | Comeback Factor: 65 | Primary drag: Comeback Factor,Comeback Factor,100.0,92.3076923076923,100,65.0,0.2000000000000001,0.0769230769230769,0,1.0,0,0,10,10,night,Saturday,1
8455,76.05,Good,MQI: 76.0 (Good) | Competitiveness: 71 | Skill Balance: 85 | Quit Penalty: 100 | Comeback Factor: 15 | Primary drag: Comeback Factor,Comeback Factor,70.58823529411764,84.6153846153846,100,15.0,0.4000000000000003,0.1538461538461539,5,0.7058823529411764,0,0,13,8,morning,Sunday,1
8456,80.37,Elite,MQI: 80.4 (Elite) | Competitiveness: 88 | Skill Balance: 69 | Quit Penalty: 100 | Comeback Factor: 40 | Primary drag: Comeback Factor,Comeback Factor,88.23529411764706,69.23076923076921,100,40.0,0.8000000000000007,0.3076923076923079,2,0.8823529411764706,0,0,7,5,evening,Monday,0
8457,79.44,Good,MQI: 79.4 (Good) | Competitiveness: 76 | Skill Balance: 92 | Quit Penalty: 100 | Comeback Factor: 15 | Primary drag: Comeback Factor,Comeback Factor,76.47058823529412,92.3076923076923,100,15.0,0.2000000000000001,0.0769230769230769,4,0.7647058823529411,0,0,3,7,night,Tuesday,0
8458,93.28,Elite,MQI: 93.3 (Elite) | Competitiveness: 94 | Skill Balance: 100 | Quit Penalty: 100 | Comeback Factor: 65 | Primary drag: Comeback Factor,Comeback Factor,94.11764705882352,100.0,100,65.0,0.0,0.0,1,0.9411764705882352,0,1,4,3,evening,Wednesday,0
8459,75.03,Good,MQI: 75.0 (Good) | Competitiveness: 59 | Skill Balance: 92 | Quit Penalty: 100 | Comeback Factor: 15 | Primary drag: Comeback Factor,Comeback Factor,58.82352941176471,92.30769230769234,100,15.0,0.1999999999999993,0.0769230769230766,7,0.5882352941176471,0,0,1,8,morning,Thursday,0
8460,66.32,Good,MQI: 66.3 (Good) | Competitiveness: 47 | Skill Balance: 69 | Quit Penalty: 100 | Comeback Factor: 15 | Primary drag: Comeback Factor,Comeback Factor,47.05882352941176,69.23076923076925,100,15.0,0.7999999999999998,0.3076923076923075,9,0.4705882352941176,0,1,5,14,evening,Friday,0
8461,82.84,Elite,MQI: 82.8 (Elite) | Competitiveness: 82 | Skill Balance: 100 | Quit Penalty: 100 | Comeback Factor: 15 | Primary drag: Comeback Factor,Comeback Factor,82.35294117647058,100.0,100,15.0,0.0,0.0,3,0.8235294117647058,0,1,5,8,afternoon,Saturday,1
8462,65.87,Good,MQI: 65.9 (Good) | Competitiveness: 53 | Skill Balance: 62 | Quit Penalty: 100 | Comeback Factor: 15 | Primary drag: Comeback Factor,Comeback Factor,52.94117647058824,61.53846153846154,100,15.0,1.0,0.3846153846153845,8,0.5294117647058824,0,1,16,8,evening,Sunday,1
8463,94.36,Elite,MQI: 94.4 (Elite) | Competitiveness: 94 | Skill Balance: 92 | Quit Penalty: 100 | Comeback Factor: 85 | Primary drag: Comeback Factor,Comeback Factor,94.11764705882352,92.3076923076923,100,85.0,0.2000000000000001,0.0769230769230769,1,0.9411764705882352,1,0,8,9,night,Monday,0
8464,80.92,Elite,MQI: 80.9 (Elite) | Competitiveness: 82 | Skill Balance: 92 | Quit Penalty: 100 | Comeback Factor: 15 | Primary drag: Comeback Factor,Comeback Factor,82.35294117647058,92.3076923076923,100,15.0,0.2000000000000001,0.0769230769230769,3,0.8235294117647058,0,0,7,10,night,Tuesday,0
8465,86.14,Elite,MQI: 86.1 (Elite) | Competitiveness: 88 | Skill Balance: 92 | Quit Penalty: 100 | Comeback Factor: 40 | Primary drag: Comeback Factor,Comeback Factor,88.23529411764706,92.3076923076923,100,40.0,0.2000000000000001,0.0769230769230769,2,0.8823529411764706,0,1,7,5,afternoon,Wednesday,0
8466,75.15,Good,MQI: 75.2 (Good) | Competitiveness: 82 | Skill Balance: 69 | Quit Penalty: 100 | Comeback Factor: 15 | Primary drag: Comeback Factor,Comeback Factor,82.35294117647058,69.23076923076921,100,15.0,0.8000000000000007,0.3076923076923079,3,0.8235294117647058,0,0,11,8,night,Thursday,0
8467,90.9,Elite,MQI: 90.9 (Elite) | Competitiveness: 100 | Skill Balance: 85 | Quit Penalty: 100 | Comeback Factor: 65 | Primary drag: Comeback Factor,Comeback Factor,100.0,84.6153846153846,100,65.0,0.4000000000000003,0.1538461538461539,0,1.0,0,1,5,5,evening,Friday,0
8468,78.99,Good,MQI: 79.0 (Good) | Competitiveness: 82 | Skill Balance: 85 | Quit Penalty: 100 | Comeback Factor: 15 | Primary drag: Comeback Factor,Comeback Factor,82.35294117647058,84.6153846153846,100,15.0,0.4000000000000003,0.1538461538461539,3,0.8235294117647058,0,1,4,1,evening,Saturday,1
8469,91.36,Elite,MQI: 91.4 (Elite) | Competitiveness: 94 | Skill Balance: 92 | Quit Penalty: 100 | Comeback Factor: 65 | Primary drag: Comeback Factor,Comeback Factor,94.11764705882352,92.3076923076923,100,65.0,0.2000000000000001,0.0769230769230769,1,0.9411764705882352,0,1,7,6,afternoon,Sunday,1
8470,88.06,Elite,MQI: 88.1 (Elite) | Competitiveness: 88 | Skill Balance: 100 | Quit Penalty: 100 | Comeback Factor: 40 | Primary drag: Comeback Factor,Comeback Factor,88.23529411764706,100.0,100,40.0,0.0,0.0,2,0.8823529411764706,0,0,3,5,morning,Monday,0
8471,81.37,Elite,MQI: 81.4 (Elite) | Competitiveness: 76 | Skill Balance: 100 | Quit Penalty: 100 | Comeback Factor: 15 | Primary drag: Comeback Factor,Comeback Factor,76.47058823529412,100.0,100,15.0,0.0,0.0,4,0.7647058823529411,0,0,5,9,afternoon,Tuesday,0
8472,82.29,Elite,MQI: 82.3 (Elite) | Competitiveness: 88 | Skill Balance: 77 | Quit Penalty: 100 | Comeback Factor: 40 | Primary drag: Comeback Factor,Comeback Factor,88.23529411764706,76.92307692307692,100,40.0,0.6000000000000005,0.2307692307692309,2,0.8823529411764706,0,0,6,8,night,Wednesday,0
8473,92.83,Elite,MQI: 92.8 (Elite) | Competitiveness: 100 | Skill Balance: 92 | Quit Penalty: 100 | Comeback Factor: 65 | Primary drag: Comeback Factor,Comeback Factor,100.0,92.3076923076923,100,65.0,0.2000000000000001,0.0769230769230769,0,1.0,0,0,2,2,afternoon,Thursday,0
8474,86.14,Elite,MQI: 86.1 (Elite) | Competitiveness: 88 | Skill Balance: 92 | Quit Penalty: 100 | Comeback Factor: 40 | Primary drag: Comeback Factor,Comeback Factor,88.23529411764706,92.3076923076923,100,40.0,0.2000000000000001,0.0769230769230769,2,0.8823529411764706,0,1,9,7,evening,Friday,0
8475,82.29,Elite,MQI: 82.3 (Elite) | Competitiveness: 88 | Skill Balance: 77 | Quit Penalty: 100 | Comeback Factor: 40 | Primary drag: Comeback Factor,Comeback Factor,88.23529411764706,76.92307692307692,100,40.0,0.6000000000000005,0.2307692307692309,2,0.8823529411764706,0,0,8,10,morning,Saturday,1
8476,97.75,Elite,MQI: 97.8 (Elite) | Competitiveness: 100 | Skill Balance: 100 | Quit Penalty: 100 | Comeback Factor: 85 | Primary drag: Comeback Factor,Comeback Factor,100.0,100.0,100,85.0,0.0,0.0,0,1.0,1,1,4,4,evening,Sunday,1
8477,75.15,Good,MQI: 75.2 (Good) | Competitiveness: 82 | Skill Balance: 69 | Quit Penalty: 100 | Comeback Factor: 15 | Primary drag: Comeback Factor,Comeback Factor,82.35294117647058,69.23076923076925,100,15.0,0.7999999999999998,0.3076923076923075,3,0.8235294117647058,0,1,1,4,evening,Monday,0
8478,76.05,Good,MQI: 76.0 (Good) | Competitiveness: 71 | Skill Balance: 85 | Quit Penalty: 100 | Comeback Factor: 15 | Primary drag: Comeback Factor,Comeback Factor,70.58823529411764,84.6153846153846,100,15.0,0.4000000000000003,0.1538461538461539,5,0.7058823529411764,0,0,4,9,morning,Tuesday,0
8479,94.36,Elite,MQI: 94.4 (Elite) | Competitiveness: 94 | Skill Balance: 92 | Quit Penalty: 100 | Comeback Factor: 85 | Primary drag: Comeback Factor,Comeback Factor,94.11764705882352,92.3076923076923,100,85.0,0.2000000000000001,0.0769230769230769,1,0.9411764705882352,1,1,3,2,afternoon,Wednesday,0
8480,94.75,Elite,MQI: 94.8 (Elite) | Competitiveness: 100 | Skill Balance: 100 | Quit Penalty: 100 | Comeback Factor: 65 | Primary drag: Comeback Factor,Comeback Factor,100.0,100.0,100,65.0,0.0,0.0,0,1.0,0,1,3,3,afternoon,Thursday,0
8481,69.72,Good,MQI: 69.7 (Good) | Competitiveness: 53 | Skill Balance: 77 | Quit Penalty: 100 | Comeback Factor: 15 | Primary drag: Comeback Factor,Comeback Factor,52.94117647058824,76.92307692307693,100,15.0,0.5999999999999996,0.2307692307692306,8,0.5294117647058824,0,0,2,10,night,Friday,0
8482,72.2,Good,MQI: 72.2 (Good) | Competitiveness: 71 | Skill Balance: 69 | Quit Penalty: 100 | Comeback Factor: 15 | Primary drag: Comeback Factor,Comeback Factor,70.58823529411764,69.23076923076925,100,15.0,0.7999999999999998,0.3076923076923075,5,0.7058823529411764,0,1,12,7,evening,Saturday,1
8483,86.14,Elite,MQI: 86.1 (Elite) | Competitiveness: 88 | Skill Balance: 92 | Quit Penalty: 100 | Comeback Factor: 40 | Primary drag: Comeback Factor,Comeback Factor,88.23529411764706,92.3076923076923,100,40.0,0.2000000000000001,0.0769230769230769,2,0.8823529411764706,0,1,10,12,morning,Sunday,1
8484,53.2,Average,MQI: 53.2 (Average) | Competitiveness: 18 | Skill Balance: 46 | Quit Penalty: 100 | Comeback Factor: 15 | Primary drag: Comeback Factor,Comeback Factor,17.647058823529413,46.15384615384615,100,15.0,1.4000000000000004,0.5384615384615384,14,0.1764705882352941,0,1,16,2,night,Monday,0
8485,70.28,Good,MQI: 70.3 (Good) | Competitiveness: 71 | Skill Balance: 62 | Quit Penalty: 100 | Comeback Factor: 15 | Primary drag: Comeback Factor,Comeback Factor,70.58823529411764,61.53846153846154,100,15.0,1.0,0.3846153846153845,5,0.7058823529411764,0,0,1,6,evening,Tuesday,0
8486,80.92,Elite,MQI: 80.9 (Elite) | Competitiveness: 82 | Skill Balance: 92 | Quit Penalty: 100 | Comeback Factor: 15 | Primary drag: Comeback Factor,Comeback Factor,82.35294117647058,92.3076923076923,100,15.0,0.2000000000000001,0.0769230769230769,3,0.8235294117647058,0,0,2,5,night,Wednesday,0
8487,93.9,Elite,MQI: 93.9 (Elite) | Competitiveness: 100 | Skill Balance: 85 | Quit Penalty: 100 | Comeback Factor: 85 | Primary drag: Skill Balance,Skill Balance,100.0,84.6153846153846,100,85.0,0.4000000000000003,0.1538461538461539,0,1.0,1,1,6,6,afternoon,Thursday,0
8488,93.28,Elite,MQI: 93.3 (Elite) | Competitiveness: 94 | Skill Balance: 100 | Quit Penalty: 100 | Comeback Factor: 65 | Primary drag: Comeback Factor,Comeback Factor,94.11764705882352,100.0,100,65.0,0.0,0.0,1,0.9411764705882352,0,0,4,5,morning,Friday,0
8489,78.99,Good,MQI: 79.0 (Good) | Competitiveness: 82 | Skill Balance: 85 | Quit Penalty: 100 | Comeback Factor: 15 | Primary drag: Comeback Factor,Comeback Factor,82.35294117647058,84.6153846153846,100,15.0,0.4000000000000003,0.1538461538461539,3,0.8235294117647058,0,1,9,6,afternoon,Saturday,1
8490,84.21,Elite,MQI: 84.2 (Elite) | Competitiveness: 88 | Skill Balance: 85 | Quit Penalty: 100 | Comeback Factor: 40 | Primary drag: Comeback Factor,Comeback Factor,88.23529411764706,84.6153846153846,100,40.0,0.4000000000000003,0.1538461538461539,2,0.8823529411764706,0,0,4,6,afternoon,Sunday,1
8491,78.99,Good,MQI: 79.0 (Good) | Competitiveness: 82 | Skill Balance: 85 | Quit Penalty: 100 | Comeback Factor: 15 | Primary drag: Comeback Factor,Comeback Factor,82.35294117647058,84.6153846153846,100,15.0,0.4000000000000003,0.1538461538461539,3,0.8235294117647058,0,0,6,3,evening,Monday,0
8492,82.29,Elite,MQI: 82.3 (Elite) | Competitiveness: 88 | Skill Balance: 77 | Quit Penalty: 100 | Comeback Factor: 40 | Primary drag: Comeback Factor,Comeback Factor,88.23529411764706,76.92307692307693,100,40.0,0.5999999999999996,0.2307692307692306,2,0.8823529411764706,0,0,5,7,evening,Tuesday,0
8493,93.28,Elite,MQI: 93.3 (Elite) | Competitiveness: 94 | Skill Balance: 100 | Quit Penalty: 100 | Comeback Factor: 65 | Primary drag: Comeback Factor,Comeback Factor,94.11764705882352,100.0,100,65.0,0.0,0.0,1,0.9411764705882352,0,1,7,6,afternoon,Wednesday,0
8494,73.68,Good,MQI: 73.7 (Good) | Competitiveness: 76 | Skill Balance: 69 | Quit Penalty: 100 | Comeback Factor: 15 | Primary drag: Comeback Factor,Comeback Factor,76.47058823529412,69.23076923076925,100,15.0,0.7999999999999998,0.3076923076923075,4,0.7647058823529411,0,1,6,2,afternoon,Thursday,0
8495,73.11,Good,MQI: 73.1 (Good) | Competitiveness: 59 | Skill Balance: 85 | Quit Penalty: 100 | Comeback Factor: 15 | Primary drag: Comeback Factor,Comeback Factor,58.82352941176471,84.6153846153846,100,15.0,0.4000000000000003,0.1538461538461539,7,0.5882352941176471,0,1,10,3,afternoon,Friday,0
8496,84.21,Elite,MQI: 84.2 (Elite) | Competitiveness: 88 | Skill Balance: 85 | Quit Penalty: 100 | Comeback Factor: 40 | Primary drag: Comeback Factor,Comeback Factor,88.23529411764706,84.6153846153846,100,40.0,0.4000000000000003,0.1538461538461539,2,0.8823529411764706,0,1,11,9,night,Saturday,1
8497,88.98,Elite,MQI: 89.0 (Elite) | Competitiveness: 100 | Skill Balance: 77 | Quit Penalty: 100 | Comeback Factor: 65 | Primary drag: Comeback Factor,Comeback Factor,100.0,76.92307692307692,100,65.0,0.6000000000000005,0.2307692307692309,0,1.0,0,0,5,5,morning,Sunday,1
8498,73.68,Good,MQI: 73.7 (Good) | Competitiveness: 76 | Skill Balance: 69 | Quit Penalty: 100 | Comeback Factor: 15 | Primary drag: Comeback Factor,Comeback Factor,76.47058823529412,69.23076923076921,100,15.0,0.8000000000000007,0.3076923076923079,4,0.7647058823529411,0,1,5,1,night,Monday,0
8499,90.96,Elite,MQI: 91.0 (Elite) | Competitiveness: 88 | Skill Balance: 85 | Quit Penalty: 100 | Comeback Factor: 85 | Primary drag: Skill Balance,Skill Balance,88.23529411764706,84.6153846153846,100,85.0,0.4000000000000003,0.1538461538461539,2,0.8823529411764706,1,1,10,12,afternoon,Tuesday,0
8500,94.81,Elite,MQI: 94.8 (Elite) | Competitiveness: 88 | Skill Balance: 100 | Quit Penalty: 100 | Comeback Factor: 85 | Primary drag: Comeback Factor,Comeback Factor,88.23529411764706,100.0,100,85.0,0.0,0.0,2,0.8823529411764706,1,1,10,8,evening,Wednesday,0
8501,65.87,Good,MQI: 65.9 (Good) | Competitiveness: 53 | Skill Balance: 62 | Quit Penalty: 100 | Comeback Factor: 15 | Primary drag: Comeback Factor,Comeback Factor,52.94117647058824,61.53846153846154,100,15.0,1.0,0.3846153846153845,8,0.5294117647058824,0,1,10,2,night,Thursday,0
8502,70.73,Good,MQI: 70.7 (Good) | Competitiveness: 65 | Skill Balance: 69 | Quit Penalty: 100 | Comeback Factor: 15 | Primary drag: Comeback Factor,Comeback Factor,64.70588235294117,69.23076923076925,100,15.0,0.7999999999999998,0.3076923076923075,6,0.6470588235294117,0,0,8,2,morning,Friday,0
8503,91.36,Elite,MQI: 91.4 (Elite) | Competitiveness: 94 | Skill Balance: 92 | Quit Penalty: 100 | Comeback Factor: 65 | Primary drag: Comeback Factor,Comeback Factor,94.11764705882352,92.3076923076923,100,65.0,0.2000000000000001,0.0769230769230769,1,0.9411764705882352,0,0,7,6,night,Saturday,1
8504,88.06,Elite,MQI: 88.1 (Elite) | Competitiveness: 88 | Skill Balance: 100 | Quit Penalty: 100 | Comeback Factor: 40 | Primary drag: Comeback Factor,Comeback Factor,88.23529411764706,100.0,100,40.0,0.0,0.0,2,0.8823529411764706,0,0,4,6,night,Sunday,1
8505,84.21,Elite,MQI: 84.2 (Elite) | Competitiveness: 88 | Skill Balance: 85 | Quit Penalty: 100 | Comeback Factor: 40 | Primary drag: Comeback Factor,Comeback Factor,88.23529411764706,84.6153846153846,100,40.0,0.4000000000000003,0.1538461538461539,2,0.8823529411764706,0,0,5,3,afternoon,Monday,0
8506,74.13,Good,MQI: 74.1 (Good) | Competitiveness: 71 | Skill Balance: 77 | Quit Penalty: 100 | Comeback Factor: 15 | Primary drag: Comeback Factor,Comeback Factor,70.58823529411764,76.92307692307692,100,15.0,0.6000000000000005,0.2307692307692309,5,0.7058823529411764,0,0,3,8,morning,Tuesday,0
8507,93.28,Elite,MQI: 93.3 (Elite) | Competitiveness: 94 | Skill Balance: 100 | Quit Penalty: 100 | Comeback Factor: 65 | Primary drag: Comeback Factor,Comeback Factor,94.11764705882352,100.0,100,65.0,0.0,0.0,1,0.9411764705882352,0,1,7,8,morning,Wednesday,0
8508,74.13,Good,MQI: 74.1 (Good) | Competitiveness: 71 | Skill Balance: 77 | Quit Penalty: 100 | Comeback Factor: 15 | Primary drag: Comeback Factor,Comeback Factor,70.58823529411764,76.92307692307692,100,15.0,0.6000000000000005,0.2307692307692309,5,0.7058823529411764,0,1,9,4,afternoon,Thursday,0
8509,76.96,Good,MQI: 77.0 (Good) | Competitiveness: 59 | Skill Balance: 100 | Quit Penalty: 100 | Comeback Factor: 15 | Primary drag: Comeback Factor,Comeback Factor,58.82352941176471,100.0,100,15.0,0.0,0.0,7,0.5882352941176471,0,0,3,10,night,Friday,0
8510,67.34,Good,MQI: 67.3 (Good) | Competitiveness: 59 | Skill Balance: 62 | Quit Penalty: 100 | Comeback Factor: 15 | Primary drag: Comeback Factor,Comeback Factor,58.82352941176471,61.53846153846154,100,15.0,1.0,0.3846153846153845,7,0.5882352941176471,0,1,14,7,morning,Saturday,1
8511,82.84,Elite,MQI: 82.8 (Elite) | Competitiveness: 82 | Skill Balance: 100 | Quit Penalty: 100 | Comeback Factor: 15 | Primary drag: Comeback Factor,Comeback Factor,82.35294117647058,100.0,100,15.0,0.0,0.0,3,0.8235294117647058,0,1,10,7,morning,Sunday,1
8512,70.73,Good,MQI: 70.7 (Good) | Competitiveness: 65 | Skill Balance: 69 | Quit Penalty: 100 | Comeback Factor: 15 | Primary drag: Comeback Factor,Comeback Factor,64.70588235294117,69.23076923076921,100,15.0,0.8000000000000007,0.3076923076923079,6,0.6470588235294117,0,1,10,4,morning,Monday,0
8513,84.21,Elite,MQI: 84.2 (Elite) | Competitiveness: 88 | Skill Balance: 85 | Quit Penalty: 100 | Comeback Factor: 40 | Primary drag: Comeback Factor,Comeback Factor,88.23529411764706,84.6153846153846,100,40.0,0.4000000000000003,0.1538461538461539,2,0.8823529411764706,0,1,8,6,afternoon,Tuesday,0
8514,82.84,Elite,MQI: 82.8 (Elite) | Competitiveness: 82 | Skill Balance: 100 | Quit Penalty: 100 | Comeback Factor: 15 | Primary drag: Comeback Factor,Comeback Factor,82.35294117647058,100.0,100,15.0,0.0,0.0,3,0.8235294117647058,0,1,4,7,evening,Wednesday,0
8515,71.75,Good,MQI: 71.8 (Good) | Competitiveness: 76 | Skill Balance: 62 | Quit Penalty: 100 | Comeback Factor: 15 | Primary drag: Comeback Factor,Comeback Factor,76.47058823529412,61.53846153846154,100,15.0,1.0,0.3846153846153845,4,0.7647058823529411,0,1,10,6,morning,Thursday,0
8516,68.25,Good,MQI: 68.2 (Good) | Competitiveness: 47 | Skill Balance: 77 | Quit Penalty: 100 | Comeback Factor: 15 | Primary drag: Comeback Factor,Comeback Factor,47.05882352941176,76.92307692307692,100,15.0,0.6000000000000005,0.2307692307692309,9,0.4705882352941176,0,0,3,12,morning,Friday,0
8517,80.92,Elite,MQI: 80.9 (Elite) | Competitiveness: 82 | Skill Balance: 92 | Quit Penalty: 100 | Comeback Factor: 15 | Primary drag: Comeback Factor,Comeback Factor,82.35294117647058,92.3076923076923,100,15.0,0.2000000000000001,0.0769230769230769,3,0.8235294117647058,0,1,5,2,night,Saturday,1
